this_week	last_week	end_2013	country	flag_url	name	player_url	avg_points	total_points	event_played_divisor	points_lost	points_gained	events_played_actual
136	132	79	USA	http://www.owgr.com/styles/img/flags/USA.png	Michael Thompson	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=12946	1.2107	59.33	49	-62.33	31.91	49
137	154	519	USA	http://www.owgr.com/styles/img/flags/USA.png	David Lipsky	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15980	1.2028	52.92	44	-10.62	50.68	44
138	134	376	ENG	http://www.owgr.com/styles/img/flags/ENG.png	Tyrrell Hatton	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14796	1.1959	55.01	46	-12.15	48.88	46
139	135	57	USA	http://www.owgr.com/styles/img/flags/USA.png	Bo Van Pelt	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=6457	1.1950	62.14	52	-85.99	36.14	52
140	137	181	USA	http://www.owgr.com/styles/img/flags/USA.png	Brian Stuard	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13022	1.1920	61.98	52	-34.96	48.96	59
141	138	105	SWE	http://www.owgr.com/styles/img/flags/SWE.png	Carl Pettersson	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=7048	1.1898	61.87	52	-65.35	51.99	56
142	139	55	USA	http://www.owgr.com/styles/img/flags/USA.png	Scott Piercy	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=7899	1.1880	48.71	41	-82.42	13.86	41
143	145	216	SWE	http://www.owgr.com/styles/img/flags/SWE.png	Kristoffer Broberg	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15603	1.1845	61.59	52	-31.14	60.09	56
144	140	59	THA	http://www.owgr.com/styles/img/flags/THA.png	Kiradech Aphibarnrat	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=12321	1.1824	60.30	51	-59.81	9.75	51
145	142	190	USA	http://www.owgr.com/styles/img/flags/USA.png	Pat Perez	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=6762	1.1640	57.04	49	-41.55	51.71	49
146	141	85	SCO	http://www.owgr.com/styles/img/flags/SCO.png	Martin Laird	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=9586	1.1627	53.49	46	-54.54	25.26	46
147	152	136	SCO	http://www.owgr.com/styles/img/flags/SCO.png	Richie Ramsay	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=11396	1.1548	50.81	44	-46.14	39.25	44
148	147	261	USA	http://www.owgr.com/styles/img/flags/USA.png	Justin Hicks	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=9166	1.1498	59.79	52	-25.95	51.55	60
149	144	45	ENG	http://www.owgr.com/styles/img/flags/ENG.png	David Lynn	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=5830	1.1468	59.63	52	-82.47	7.06	56
150	146	77	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Shingo Katayama	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=3770	1.1419	49.10	43	-42.93	4.32	43
151	148	165	USA	http://www.owgr.com/styles/img/flags/USA.png	Stewart Cink	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=5665	1.1412	57.06	50	-30.46	37.58	50
152	149	146	USA	http://www.owgr.com/styles/img/flags/USA.png	Jason Bohn	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=6462	1.1407	59.32	52	-34.28	31.30	52
153	150	162	USA	http://www.owgr.com/styles/img/flags/USA.png	Scott Brown	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=11330	1.1320	58.87	52	-34.77	37.36	57
154	153	164	CHI	http://www.owgr.com/styles/img/flags/CHI.png	Felipe Aguilar	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=8135	1.1204	58.26	52	-37.03	39.86	52
155	151	124	RSA	http://www.owgr.com/styles/img/flags/RSA.png	Darren Fichardt	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=5754	1.1192	58.20	52	-48.53	39.22	61
156	155	90	GER	http://www.owgr.com/styles/img/flags/GER.png	Marcel Siem	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=6950	1.1161	56.92	51	-58.88	33.95	51
157	158	1018	GER	http://www.owgr.com/styles/img/flags/GER.png	Moritz Lampert	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13438	1.1148	45.70	41	-2.49	45.89	41
158	157	117	USA	http://www.owgr.com/styles/img/flags/USA.png	David Toms	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=4340	1.1022	44.09	40	-39.36	27.94	38
159	159	100	FRA	http://www.owgr.com/styles/img/flags/FRA.png	Gregory Bourdy	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=7932	1.0976	57.07	52	-44.29	24.02	53
160	160	130	FRA	http://www.owgr.com/styles/img/flags/FRA.png	Julien Quesne	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=9131	1.0969	52.65	48	-36.41	27.15	48
161	161	127	RSA	http://www.owgr.com/styles/img/flags/RSA.png	Rory Sabbatini	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=6283	1.0749	55.90	52	-40.46	28.82	58
162	180	132	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Yoshinori Fujimoto	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=11773	1.0726	50.41	47	-36.60	22.97	47
163	169	364	ENG	http://www.owgr.com/styles/img/flags/ENG.png	Andy Sullivan	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15326	1.0693	55.61	52	-20.25	51.38	54
164	162	251	USA	http://www.owgr.com/styles/img/flags/USA.png	Andrew Svoboda	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=11274	1.0675	55.51	52	-21.51	38.87	59
165	211	284	PHI	http://www.owgr.com/styles/img/flags/PHI.png	Antonio Lascuna	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=6472	1.0656	42.63	40	-15.80	33.37	38
166	168	277	ARG	http://www.owgr.com/styles/img/flags/ARG.png	Emiliano Grillo	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=12808	1.0524	54.73	52	-26.20	49.05	54
167	165	80	USA	http://www.owgr.com/styles/img/flags/USA.png	Robert Garrigus	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=6789	1.0497	53.54	51	-72.60	36.53	51
168	163	48	SWE	http://www.owgr.com/styles/img/flags/SWE.png	Peter Hanson	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=6850	1.0391	50.91	49	-92.93	23.72	49
169	164	61	USA	http://www.owgr.com/styles/img/flags/USA.png	D.A. Points	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=6761	1.0385	54.00	52	-62.70	8.63	61
170	186	104	CHN	http://www.owgr.com/styles/img/flags/CHN.png	Liang Wen-chong	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=6470	1.0373	53.94	52	-43.05	19.33	53
171	200	256	ENG	http://www.owgr.com/styles/img/flags/ENG.png	Eddie Pepperell	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15113	1.0335	51.68	50	-19.03	41.16	50
172	166	178	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Yusaku Miyazato	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=7031	1.0310	49.49	48	-26.60	26.76	48
173	167	169	USA	http://www.owgr.com/styles/img/flags/USA.png	Michael Putnam	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=10180	1.0276	53.44	52	-32.26	32.97	59
174	300	1000	USA	http://www.owgr.com/styles/img/flags/USA.png	Derek Fathauer	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=12689	1.0134	48.64	48	-3.64	49.49	48
175	189	622	CAN	http://www.owgr.com/styles/img/flags/CAN.png	Adam Hadwin	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13965	1.0089	51.46	51	-11.22	51.95	51
176	199	68	BEL	http://www.owgr.com/styles/img/flags/BEL.png	Nicolas Colsaerts	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=6893	1.0081	52.42	52	-71.80	26.50	60
177	170	153	ENG	http://www.owgr.com/styles/img/flags/ENG.png	Brian Davis	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=5663	1.0054	52.28	52	-40.47	30.80	60
178	173	417	USA	http://www.owgr.com/styles/img/flags/USA.png	Billy Hurley-III	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=11046	0.9994	51.97	52	-16.33	47.58	54
179	172	341	USA	http://www.owgr.com/styles/img/flags/USA.png	Scott Langley	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14700	0.9992	51.96	52	-17.40	51.10	56
180	179	96	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Park Sung-Joon	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14565	0.9955	50.77	51	-32.63	12.05	51
181	171	82	USA	http://www.owgr.com/styles/img/flags/USA.png	Luke Guthrie	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15610	0.9938	51.68	52	-53.47	27.77	58
182	184	145	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Hiroyuki Fujita	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=5599	0.9920	50.59	51	-52.47	36.73	51
183	177	253	USA	http://www.owgr.com/styles/img/flags/USA.png	Martin Flores	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=10535	0.9775	50.83	52	-27.43	41.69	55
184	207	444	KOR	http://www.owgr.com/styles/img/flags/KOR.png	An Byeong-Hun	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14459	0.9774	46.91	48	-8.83	39.49	48
185	176	119	DEN	http://www.owgr.com/styles/img/flags/DEN.png	Morten Orum Madsen	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13411	0.9762	50.76	52	-33.29	16.78	55
186	181	356	USA	http://www.owgr.com/styles/img/flags/USA.png	Robert Streb	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14852	0.9713	50.51	52	-23.22	47.95	54
187	175	139	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Bae Sang-moon	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=10081	0.9705	50.47	52	-46.26	30.03	62
188	182	191	AUS	http://www.owgr.com/styles/img/flags/AUS.png	Aaron Baddeley	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=6252	0.9658	48.29	50	-31.26	32.75	50
189	183	166	BAN	http://www.owgr.com/styles/img/flags/BAN.png	Siddikur Rahman	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13766	0.9598	38.39	40	-26.19	18.17	39
190	187	726	USA	http://www.owgr.com/styles/img/flags/USA.png	Zack Sucher	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14036	0.9544	38.18	40	-3.89	36.01	30
191	195	160	THA	http://www.owgr.com/styles/img/flags/THA.png	Prayad Marksaeng	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=3990	0.9541	46.75	49	-34.55	23.81	49
192	178	75	AUS	http://www.owgr.com/styles/img/flags/AUS.png	Brett Rumford	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=6255	0.9499	48.45	51	-53.46	14.00	51
193	174	112	SCO	http://www.owgr.com/styles/img/flags/SCO.png	Scott Jamieson	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=11397	0.9438	49.08	52	-50.26	27.23	59
194	188	143	IND	http://www.owgr.com/styles/img/flags/IND.png	Shiv Kapur	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=9553	0.9419	48.98	52	-36.25	23.04	57
195	191	217	USA	http://www.owgr.com/styles/img/flags/USA.png	Bud Cauley	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14502	0.9395	48.85	52	-33.27	39.27	52
196	190	247	NIR	http://www.owgr.com/styles/img/flags/NIR.png	Michael Hoey	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=7303	0.9393	48.85	52	-25.36	38.27	54
197	185	91	USA	http://www.owgr.com/styles/img/flags/USA.png	John Merrick	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=9584	0.9370	46.85	50	-53.32	18.86	50
198	197	211	THA	http://www.owgr.com/styles/img/flags/THA.png	Prom Meesawat	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=7109	0.9279	42.68	46	-25.48	25.74	46
199	194	602	RSA	http://www.owgr.com/styles/img/flags/RSA.png	Danie van Tonder	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15193	0.9213	47.91	52	-12.01	49.09	52
200	235	659	USA	http://www.owgr.com/styles/img/flags/USA.png	Jason Gore	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=6321	0.9157	47.62	52	-9.30	47.20	52
201	192	278	ESP	http://www.owgr.com/styles/img/flags/ESP.png	Alvaro Quiros	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=7886	0.9081	39.05	43	-20.21	31.87	43
202	196	123	AUS	http://www.owgr.com/styles/img/flags/AUS.png	Scott Hend	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=1888	0.9057	43.47	48	-36.86	15.06	48
203	193	232	NED	http://www.owgr.com/styles/img/flags/NED.png	Robert-Jan Derksen	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=5948	0.9043	39.79	44	-20.52	22.77	44
204	320	321	THA	http://www.owgr.com/styles/img/flags/THA.png	Chapchai Nirat	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=9985	0.8996	35.98	40	-15.90	24.43	38
205	201	120	FRA	http://www.owgr.com/styles/img/flags/FRA.png	Raphael Jacquelin	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=5784	0.8980	44.90	50	-44.71	22.72	50
206	203	254	ENG	http://www.owgr.com/styles/img/flags/ENG.png	Matthew Baldwin	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13344	0.8962	46.60	52	-22.83	33.41	60
207	202	201	USA	http://www.owgr.com/styles/img/flags/USA.png	Nicholas Thompson	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=10889	0.8952	46.55	52	-30.67	34.39	64
208	204	135	FIJ	http://www.owgr.com/styles/img/flags/FIJ.png	Vijay Singh	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=653	0.8924	45.51	51	-42.01	21.87	51
209	198	180	ENG	http://www.owgr.com/styles/img/flags/ENG.png	Paul Waring	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=12426	0.8915	42.79	48	-22.13	26.38	48
210	206	1180	FRA	http://www.owgr.com/styles/img/flags/FRA.png	Benjamin Hebert	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=12213	0.8887	35.55	40	-1.57	35.63	38
211	214	149	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Lee Kyoung-Hoon	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13497	0.8874	45.26	51	-32.58	18.98	51
212	205	156	DEN	http://www.owgr.com/styles/img/flags/DEN.png	Anders Hansen	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=5724	0.8801	35.21	40	-35.75	24.20	37
213	208	313	RSA	http://www.owgr.com/styles/img/flags/RSA.png	Retief Goosen	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=4884	0.8621	36.21	42	-21.10	34.60	42
214	209	419	ENG	http://www.owgr.com/styles/img/flags/ENG.png	Oliver Fisher	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=10863	0.8585	44.64	52	-15.40	39.43	53
215	224	1216	USA	http://www.owgr.com/styles/img/flags/USA.png	Tony Finau	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=11676	0.8540	34.16	40	-0.99	33.95	31
216	212	379	SWE	http://www.owgr.com/styles/img/flags/SWE.png	Rikard Karlberg	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=9398	0.8538	37.57	44	-17.37	33.04	44
217	213	592	USA	http://www.owgr.com/styles/img/flags/USA.png	Blayne Barber	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15608	0.8529	34.12	40	-7.01	31.86	31
218	215	222	ARG	http://www.owgr.com/styles/img/flags/ARG.png	Andres Romero	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=7751	0.8505	43.37	51	-27.91	31.81	51
219	219	888	WAL	http://www.owgr.com/styles/img/flags/WAL.png	Bradley Dredge	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=6150	0.8466	33.86	40	-4.17	34.33	25
220	218	481	TPE	http://www.owgr.com/styles/img/flags/TPE.png	Chan Shih-chang	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=9698	0.8428	33.71	40	-7.72	28.46	37
221	210	223	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Satoshi Kodaira	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13531	0.8370	34.32	41	-15.92	17.92	41
222	231	286	ENG	http://www.owgr.com/styles/img/flags/ENG.png	Seve Benson	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=11574	0.8366	39.32	47	-21.14	28.01	47
223	216	107	USA	http://www.owgr.com/styles/img/flags/USA.png	Ken Duke	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=493	0.8361	43.48	52	-47.21	12.42	57
224	216	605	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Jang Dong-kyu	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13919	0.8256	37.98	46	-8.90	37.22	46
225	220	144	RSA	http://www.owgr.com/styles/img/flags/RSA.png	Jaco Van Zyl	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=7105	0.8148	33.41	41	-41.79	12.66	41
226	226	121	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Yuta Ikeda	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=8236	0.8143	39.90	49	-40.85	11.67	49
227	223	214	USA	http://www.owgr.com/styles/img/flags/USA.png	Bryce Molder	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=7292	0.8133	41.48	51	-30.92	29.80	51
228	222	129	CHN	http://www.owgr.com/styles/img/flags/CHN.png	Wu Ashun	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=11763	0.8113	37.32	46	-35.12	7.87	46
229	227	229	RSA	http://www.owgr.com/styles/img/flags/RSA.png	Jbe' Kruger	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=11978	0.8098	42.11	52	-27.58	29.05	72
230	221	227	SWE	http://www.owgr.com/styles/img/flags/SWE.png	Johan Carlsson	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=11658	0.8047	32.99	41	-15.62	17.51	41
231	233	280	FRA	http://www.owgr.com/styles/img/flags/FRA.png	Gregory Havret	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=6239	0.7978	41.49	52	-17.28	25.75	55
232	225	381	RSA	http://www.owgr.com/styles/img/flags/RSA.png	Jacques Blaauw	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13681	0.7977	36.70	46	-12.85	29.49	46
233	227	487	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Park Sang-hyun	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=10086	0.7884	31.54	40	-10.35	29.06	39
234	242	197	ENG	http://www.owgr.com/styles/img/flags/ENG.png	Steve Webster	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=5667	0.7872	34.64	44	-32.97	22.35	44
235	353	774	ENG	http://www.owgr.com/styles/img/flags/ENG.png	Sam Hutsby	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=11104	0.7776	35.77	46	-3.73	33.41	46
236	230	155	AUS	http://www.owgr.com/styles/img/flags/AUS.png	Brad Kennedy	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=6287	0.7713	35.48	46	-29.82	12.96	46
237	252	151	KOR	http://www.owgr.com/styles/img/flags/KOR.png	K.T. Kim	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=7880	0.7642	38.97	51	-39.01	17.95	51
238	229	200	ITA	http://www.owgr.com/styles/img/flags/ITA.png	Marco Crespi	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=7933	0.7615	37.31	49	-21.48	22.04	49
239	232	221	USA	http://www.owgr.com/styles/img/flags/USA.png	Justin Leonard	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=5603	0.7596	37.98	50	-28.78	25.04	50
240	234	147	USA	http://www.owgr.com/styles/img/flags/USA.png	John Peterson	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15611	0.7581	39.42	52	-25.81	17.63	54
241	236	346	AUS	http://www.owgr.com/styles/img/flags/AUS.png	Richard Green	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=3877	0.7560	36.29	48	-17.43	28.67	48
242	248	762	USA	http://www.owgr.com/styles/img/flags/USA.png	Troy Merritt	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13367	0.7552	35.50	47	-5.08	33.99	47
243	253	220	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Tomohiro Kondo	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=6625	0.7534	34.66	46	-22.14	17.44	46
244	239	326	USA	http://www.owgr.com/styles/img/flags/USA.png	Will Wilcox	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14696	0.7522	31.59	42	-13.61	23.38	42
245	237	182	USA	http://www.owgr.com/styles/img/flags/USA.png	Jeff Overton	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=10498	0.7519	39.10	52	-38.87	26.11	52
246	240	388	RSA	http://www.owgr.com/styles/img/flags/RSA.png	Ulrich Van Den Berg	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=6155	0.7512	39.06	52	-13.40	30.07	52
247	238	199	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Kazuhiro Yamashita	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=6833	0.7499	35.24	47	-24.33	14.91	47
248	243	354	USA	http://www.owgr.com/styles/img/flags/USA.png	Kevin Kisner	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=11328	0.7445	38.71	52	-16.84	29.83	53
249	245	357	NZL	http://www.owgr.com/styles/img/flags/NZL.png	Danny Lee	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=11826	0.7409	38.52	52	-19.86	32.71	57
250	241	142	THA	http://www.owgr.com/styles/img/flags/THA.png	Thaworn Wiratchant	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=3602	0.7391	37.69	51	-45.87	19.63	51
251	250	865	THA	http://www.owgr.com/styles/img/flags/THA.png	Pavit Tangkamolprasert	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=11958	0.7379	29.52	40	-4.33	29.76	29
252	244	306	RSA	http://www.owgr.com/styles/img/flags/RSA.png	Jake Roos	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=9879	0.7344	38.19	52	-22.20	32.05	58
253	246	208	SCO	http://www.owgr.com/styles/img/flags/SCO.png	Craig Lee	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=4398	0.7322	38.07	52	-24.57	20.08	60
254	409	1508	USA	http://www.owgr.com/styles/img/flags/USA.png	Zac Blair	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17639	0.7273	29.09	40	-0.35	29.44	22
255	450	423	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Katsumasa Miyamoto	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=5791	0.7265	32.69	45	-12.41	26.11	45
256	251	152	ESP	http://www.owgr.com/styles/img/flags/ESP.png	Eduardo De la Riva	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=6637	0.7245	37.67	52	-30.18	17.42	53
257	254	189	NED	http://www.owgr.com/styles/img/flags/NED.png	Daan Huizing	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=12650	0.7237	28.95	40	-16.49	8.60	36
258	279	183	ITA	http://www.owgr.com/styles/img/flags/ITA.png	Andrea Pavan	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=12177	0.7232	37.61	52	-21.82	10.42	54
258	248	97	AUS	http://www.owgr.com/styles/img/flags/AUS.png	Marcus Fraser	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=7070	0.7232	28.93	40	-52.13	-	37
260	246	657	USA	http://www.owgr.com/styles/img/flags/USA.png	Andrew Putnam	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14704	0.7231	33.99	47	-8.00	34.50	47
260	261	606	VEN	http://www.owgr.com/styles/img/flags/VEN.png	Jhonattan Vegas	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13508	0.7231	28.92	40	-9.82	30.06	34
262	260	1122	BEL	http://www.owgr.com/styles/img/flags/BEL.png	Thomas Pieters	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13944	0.7212	28.85	40	-2.47	29.66	34
263	257	482	ESP	http://www.owgr.com/styles/img/flags/ESP.png	Jordi Garcia Pinto	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=12990	0.7192	31.64	44	-11.44	27.87	44
