this_week	last_week	end_2013	country	flag_url	name	player_url	avg_points	total_points	event_played_divisor	points_lost	points_gained	events_played_actual
1567	1567	1508	CHN	http://www.owgr.com/styles/img/flags/CHN.png	Qu Hongxin(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15415	-	-	40	-	-	2
1567	1567	1508	CHN	http://www.owgr.com/styles/img/flags/CHN.png	Sui Yongyan(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15416	-	-	40	-	-	1
1567	1567	1508	CHN	http://www.owgr.com/styles/img/flags/CHN.png	Xiong Cheng	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15417	-	-	40	-	-	5
1567	1567	1508	CHN	http://www.owgr.com/styles/img/flags/CHN.png	Yin Yongxuan(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15418	-	-	40	-	-	1
1567	1567	1508	AUT	http://www.owgr.com/styles/img/flags/AUT.png	Hamza Amin	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15420	-	-	40	-	-	10
1567	1567	1508	ITA	http://www.owgr.com/styles/img/flags/ITA.png	Joon Kim	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15369	-	-	40	-	-	1
1567	1567	1508	ESP	http://www.owgr.com/styles/img/flags/ESP.png	Marcos Pastor	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15370	-	-	40	-	-	2
1567	1567	1508	ESP	http://www.owgr.com/styles/img/flags/ESP.png	Gerard Piris Mateu	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15371	-	-	40	-	-	8
1567	1567	1508	ITA	http://www.owgr.com/styles/img/flags/ITA.png	Vittorio Andrea Vaccaro	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15372	-	-	40	-	-	1
1567	1567	1508	ITA	http://www.owgr.com/styles/img/flags/ITA.png	Federico Elli	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15376	-	-	40	-	-	2
1567	1567	1508	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Yuto Katsumata(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15378	-	-	40	-	-	2
1567	1567	1508	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Hideaki Oda	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15379	-	-	40	-	-	1
1567	1567	1508	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Akinari Sugiyama	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15381	-	-	40	-	-	1
1567	1567	1508	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Yuki Usami	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15382	-	-	40	-	-	30
1567	1567	1508	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Park Jung-ho	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15383	-	-	40	-	-	8
1567	1567	1508	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Park Sung-hyuk	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15384	-	-	40	-	-	10
1567	1567	1508	ENG	http://www.owgr.com/styles/img/flags/ENG.png	Richard Wallis	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15386	-	-	40	-	-	3
1567	1567	1508	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Masatoshi Ashikawa	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15387	-	-	40	-	-	1
1567	1567	1508	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Shota Fukuhara	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15388	-	-	40	-	-	1
1567	1567	1508	PHI	http://www.owgr.com/styles/img/flags/PHI.png	Elmer Saban	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15364	-	-	40	-	-	8
1567	1567	1508	FRA	http://www.owgr.com/styles/img/flags/FRA.png	Julien Gressier	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15336	-	-	40	-	-	2
1567	1567	1508	PHI	http://www.owgr.com/styles/img/flags/PHI.png	Roberto Bernis	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15356	-	-	40	-	-	8
1567	1567	1508	PHI	http://www.owgr.com/styles/img/flags/PHI.png	Jobim Carlos(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15357	-	-	40	-	-	1
1567	1567	1508	PHI	http://www.owgr.com/styles/img/flags/PHI.png	Reymon Jaraula	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15359	-	-	40	-	-	2
1567	1567	1508	PHI	http://www.owgr.com/styles/img/flags/PHI.png	Ernesto Marcelo(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15361	-	-	40	-	-	1
1567	1567	1508	FRA	http://www.owgr.com/styles/img/flags/FRA.png	Raphael Marguery	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15339	-	-	40	-	-	3
1567	1567	1508	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Jung Doo-sik	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15340	-	-	40	-	-	2
1567	1567	1508	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Kim Gyu-bin	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15342	-	-	40	-	-	8
1567	1567	1508	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Kim Hui-soo	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15343	-	-	40	-	-	22
1567	1567	1508	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Nam Young-woo	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15347	-	-	40	-	-	8
1567	1567	1508	PER	http://www.owgr.com/styles/img/flags/PER.png	Rafael Claux	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15349	-	-	40	-	-	6
1567	1567	1508	ESP	http://www.owgr.com/styles/img/flags/ESP.png	Carlos Garrido Gutierrez	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15350	-	-	40	-	-	2
1567	1567	1508	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Hiroaki Hirai	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15352	-	-	40	-	-	3
1567	1567	1508	PHI	http://www.owgr.com/styles/img/flags/PHI.png	John-Kier Abdon(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15354	-	-	40	-	-	2
1567	1567	1508	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Hong Du-tae	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14935	-	-	40	-	-	1
1567	1567	""	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Choi Jae-young	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14932	-	-	40	-	-	9
1567	1567	1508	THA	http://www.owgr.com/styles/img/flags/THA.png	Chanachok Dejpiratanamongkol(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14933	-	-	40	-	-	2
1567	1567	1508	USA	http://www.owgr.com/styles/img/flags/USA.png	Gavin Hall	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14862	-	-	40	-	-	1
1567	1567	1508	USA	http://www.owgr.com/styles/img/flags/USA.png	Brendan Gielow	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14863	-	-	40	-	-	4
1567	1567	1508	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Kenji Miyagaki	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14906	-	-	40	-	-	1
1567	1567	1508	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Yoshitaka Ono	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14913	-	-	40	-	-	6
1567	1567	1508	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Sumio Shiotuki(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14914	-	-	40	-	-	1
1567	1567	1508	USA	http://www.owgr.com/styles/img/flags/USA.png	Rhett Colbrese	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14919	-	-	40	-	-	8
1567	1567	1508	SCO	http://www.owgr.com/styles/img/flags/SCO.png	Kris Nicol(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14922	-	-	40	-	-	2
1567	1567	1508	IRL	http://www.owgr.com/styles/img/flags/IRL.png	David E Ryan	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14846	-	-	40	-	-	1
1567	1567	1508	USA	http://www.owgr.com/styles/img/flags/USA.png	Brandon Crick	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14847	-	-	40	-	-	1
1567	1567	1508	PHI	http://www.owgr.com/styles/img/flags/PHI.png	James Lam	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14857	-	-	40	-	-	14
1567	1567	1508	AUS	http://www.owgr.com/styles/img/flags/AUS.png	Peter Shaw	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14859	-	-	40	-	-	9
1567	1567	1508	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Daisuke Matsubara(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14958	-	-	40	-	-	5
1567	1567	1508	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Riito Mieno	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14959	-	-	40	-	-	1
1567	1567	1508	CHN	http://www.owgr.com/styles/img/flags/CHN.png	Wu Tu xuan	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14954	-	-	40	-	-	4
1567	1567	1508	THA	http://www.owgr.com/styles/img/flags/THA.png	Attachai Jaichalad	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14937	-	-	40	-	-	3
1567	1567	1508	THA	http://www.owgr.com/styles/img/flags/THA.png	Somsak Khaoprathum	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14940	-	-	40	-	-	1
1567	1567	1508	THA	http://www.owgr.com/styles/img/flags/THA.png	Apichart Papituk	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14944	-	-	40	-	-	2
1567	1567	1508	THA	http://www.owgr.com/styles/img/flags/THA.png	Paopong Pinprayong	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14949	-	-	40	-	-	1
1567	1567	1508	THA	http://www.owgr.com/styles/img/flags/THA.png	Tanutchan Puaktes	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14950	-	-	40	-	-	4
1567	1567	""	FRA	http://www.owgr.com/styles/img/flags/FRA.png	Arnaud Abbas(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14969	-	-	40	-	-	1
1567	1567	1508	FRA	http://www.owgr.com/styles/img/flags/FRA.png	Clement Berardo(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14970	-	-	40	-	-	1
1567	1567	1508	FRA	http://www.owgr.com/styles/img/flags/FRA.png	Matthieu Bey	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14971	-	-	40	-	-	1
1567	""	""	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Gensoku Kanehara	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14979	-	-	40	-	-	1
1567	1567	1508	USA	http://www.owgr.com/styles/img/flags/USA.png	Ryan Rhees	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14981	-	-	40	-	-	1
1567	1567	1508	NED	http://www.owgr.com/styles/img/flags/NED.png	Rowin Caron(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14983	-	-	40	-	-	1
1567	1567	1508	SCO	http://www.owgr.com/styles/img/flags/SCO.png	Ben Collier	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14984	-	-	40	-	-	1
1567	1567	1508	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Jeng Seng-hoon	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15059	-	-	40	-	-	1
1567	1567	1508	SIN	http://www.owgr.com/styles/img/flags/SIN.png	Jonathan Woo(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15038	-	-	40	-	-	1
1567	1567	1508	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Kenta Konishi(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15039	-	-	40	-	-	4
1567	1567	1508	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Katsuyuki Sakurai	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15040	-	-	40	-	-	5
1567	1567	1508	TPE	http://www.owgr.com/styles/img/flags/TPE.png	Yang Fei-hao	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15042	-	-	40	-	-	17
1567	1567	1508	TPE	http://www.owgr.com/styles/img/flags/TPE.png	Lee Wei-lin	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15048	-	-	40	-	-	13
1567	1567	1508	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Mikumu Horikawa	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15056	-	-	40	-	-	2
1567	1567	1508	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Lee Sang-yeop	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15062	-	-	40	-	-	5
1567	1567	1508	MAS	http://www.owgr.com/styles/img/flags/MAS.png	Rizal Amin	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15064	-	-	40	-	-	26
1567	1567	1508	MAS	http://www.owgr.com/styles/img/flags/MAS.png	Kenneth Tobuse	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15066	-	-	40	-	-	15
1567	1567	1508	CHN	http://www.owgr.com/styles/img/flags/CHN.png	Cao Yi	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15067	-	-	40	-	-	17
1567	1567	1508	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Eom Tai-kyung	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15070	-	-	40	-	-	12
1567	1567	1508	CHN	http://www.owgr.com/styles/img/flags/CHN.png	Long Xiaowen	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15074	-	-	40	-	-	2
1567	1567	1508	CHN	http://www.owgr.com/styles/img/flags/CHN.png	Quan Da(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15075	-	-	40	-	-	15
1567	1567	1508	ITA	http://www.owgr.com/styles/img/flags/ITA.png	Lorenzo Magini	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15081	-	-	40	-	-	1
1567	1567	1508	USA	http://www.owgr.com/styles/img/flags/USA.png	Michael Stern	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15085	-	-	40	-	-	12
1567	1567	1508	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Hiroki Abe(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15088	-	-	40	-	-	4
1567	1567	1508	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Hideto Kobukuro	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15093	-	-	40	-	-	7
1567	1567	1508	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Ken Nakagomi	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15095	-	-	40	-	-	2
1567	1567	1508	TPE	http://www.owgr.com/styles/img/flags/TPE.png	Chan Shih-Chi	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15017	-	-	40	-	-	2
1567	1567	1508	TPE	http://www.owgr.com/styles/img/flags/TPE.png	Chao Hsun-ting	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15018	-	-	40	-	-	3
1567	1567	1508	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Choi Min-Chel	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15019	-	-	40	-	-	8
1567	1567	1508	TPE	http://www.owgr.com/styles/img/flags/TPE.png	Kuo Chia-pin	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15021	-	-	40	-	-	5
1567	1567	1508	TPE	http://www.owgr.com/styles/img/flags/TPE.png	Tsai Wei-ming(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15027	-	-	40	-	-	3
1567	1567	1508	TPE	http://www.owgr.com/styles/img/flags/TPE.png	Wei Chih-jung	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15028	-	-	40	-	-	1
1567	1567	1508	TPE	http://www.owgr.com/styles/img/flags/TPE.png	Sung Yao-Tsung	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15030	-	-	40	-	-	2
1567	1567	1508	TPE	http://www.owgr.com/styles/img/flags/TPE.png	Chang Yuan-Kai	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15031	-	-	40	-	-	1
1567	1567	1508	SIN	http://www.owgr.com/styles/img/flags/SIN.png	Ang Chin Ling	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14990	-	-	40	-	-	3
1567	1567	1508	SIN	http://www.owgr.com/styles/img/flags/SIN.png	Marc Kawasoe	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14993	-	-	40	-	-	13
1567	1567	1508	SIN	http://www.owgr.com/styles/img/flags/SIN.png	Joshua Shou(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14999	-	-	40	-	-	1
1567	1567	1508	RUS	http://www.owgr.com/styles/img/flags/RUS.png	Vasily Belov(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15008	-	-	40	-	-	1
1567	1567	1508	RUS	http://www.owgr.com/styles/img/flags/RUS.png	Arnas Kaunas(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15009	-	-	40	-	-	1
1567	1567	1508	RUS	http://www.owgr.com/styles/img/flags/RUS.png	Vladimir Osipov(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15011	-	-	40	-	-	2
1567	1567	1508	RUS	http://www.owgr.com/styles/img/flags/RUS.png	Nikita Ponomarev(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15012	-	-	40	-	-	2
1567	1567	1508	USA	http://www.owgr.com/styles/img/flags/USA.png	Jimmy Brandt	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15231	-	-	40	-	-	1
1567	1567	1229	USA	http://www.owgr.com/styles/img/flags/USA.png	James Sacheck	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15235	-	-	40	-1.16	-	22
1567	1567	1508	ARG	http://www.owgr.com/styles/img/flags/ARG.png	Leandro Marelli	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15240	-	-	40	-	-	17
1567	1567	1508	USA	http://www.owgr.com/styles/img/flags/USA.png	Justin Bardgett	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15241	-	-	40	-	-	11
1567	1567	1508	DOM	http://www.owgr.com/styles/img/flags/DOM.png	George Riley	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15245	-	-	40	-	-	2
1567	1567	1508	COL	http://www.owgr.com/styles/img/flags/COL.png	Alvaro Jose Arizabaleta	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15246	-	-	40	-	-	16
1567	1567	1508	RSA	http://www.owgr.com/styles/img/flags/RSA.png	Yubin Jung	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15187	-	-	40	-	-	14
1567	1567	1508	RSA	http://www.owgr.com/styles/img/flags/RSA.png	John McClean	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15188	-	-	40	-	-	1
1567	1567	1508	RSA	http://www.owgr.com/styles/img/flags/RSA.png	Jonathan Raphunga	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15189	-	-	40	-	-	5
1567	1567	1508	ENG	http://www.owgr.com/styles/img/flags/ENG.png	Will Roebuck	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15202	-	-	40	-	-	6
1567	1567	1508	IND	http://www.owgr.com/styles/img/flags/IND.png	Rudresh Sharma	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15203	-	-	40	-	-	5
1567	1567	1508	IND	http://www.owgr.com/styles/img/flags/IND.png	Sudhir Sharma	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15204	-	-	40	-	-	2
1567	1567	1508	BAN	http://www.owgr.com/styles/img/flags/BAN.png	MD Zamal Hossain Mollah	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15206	-	-	40	-	-	7
1567	1567	1508	RSA	http://www.owgr.com/styles/img/flags/RSA.png	Johan Bekker	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15208	-	-	40	-	-	16
1567	1567	1508	ENG	http://www.owgr.com/styles/img/flags/ENG.png	Thomas Curtis	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15209	-	-	40	-	-	3
1567	1567	1508	ZIM	http://www.owgr.com/styles/img/flags/ZIM.png	Benjamin Follett-Smith(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15211	-	-	40	-	-	1
1567	1567	1508	RSA	http://www.owgr.com/styles/img/flags/RSA.png	Divan  Gerber	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15212	-	-	40	-	-	20
1567	1567	1508	ZIM	http://www.owgr.com/styles/img/flags/ZIM.png	Rodgers Jack	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15216	-	-	40	-	-	1
1567	1567	1508	RSA	http://www.owgr.com/styles/img/flags/RSA.png	Tyrone Ryan	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15217	-	-	40	-	-	22
1567	1567	1508	RSA	http://www.owgr.com/styles/img/flags/RSA.png	Andries van Zyl	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15219	-	-	40	-	-	3
1567	1567	1508	ZIM	http://www.owgr.com/styles/img/flags/ZIM.png	Lyford Yadyo	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15220	-	-	40	-	-	1
1567	1567	1508	RSA	http://www.owgr.com/styles/img/flags/RSA.png	Wandile Gininda	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15223	-	-	40	-	-	6
1567	1567	1508	ZIM	http://www.owgr.com/styles/img/flags/ZIM.png	Dean Schoultz	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15227	-	-	40	-	-	3
1567	1567	1508	RSA	http://www.owgr.com/styles/img/flags/RSA.png	Vickesh Singh	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15228	-	-	40	-	-	1
1567	1567	1508	IND	http://www.owgr.com/styles/img/flags/IND.png	Abinav Lohan	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15157	-	-	40	-	-	16
1567	1567	1508	IND	http://www.owgr.com/styles/img/flags/IND.png	S. Chikkarangappa	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15158	-	-	40	-	-	2
1567	1567	1508	IND	http://www.owgr.com/styles/img/flags/IND.png	Siddarth Semwal	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15159	-	-	40	-	-	2
1567	1567	1508	AUS	http://www.owgr.com/styles/img/flags/AUS.png	Dale Brandts-Richards	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15160	-	-	40	-	-	2
1567	1567	1508	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Yuta Taniyama	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15101	-	-	40	-	-	3
1567	1567	1508	AUS	http://www.owgr.com/styles/img/flags/AUS.png	Michael Foster	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15163	-	-	40	-	-	9
1567	1567	""	USA	http://www.owgr.com/styles/img/flags/USA.png	Eddie Olson	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15117	-	-	40	-	-	5
1567	1567	1508	USA	http://www.owgr.com/styles/img/flags/USA.png	Sean Dale	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15118	-	-	40	-	-	2
1567	1567	1508	USA	http://www.owgr.com/styles/img/flags/USA.png	David Hronek	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15119	-	-	40	-	-	2
1567	1567	1508	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Yuuma Ohno(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15122	-	-	40	-	-	2
1567	1567	""	RSA	http://www.owgr.com/styles/img/flags/RSA.png	Mike Tumelo Maile	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15126	-	-	40	-	-	5
1567	1567	1508	USA	http://www.owgr.com/styles/img/flags/USA.png	Micah Burke	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15128	-	-	40	-	-	20
1567	1567	1508	AUS	http://www.owgr.com/styles/img/flags/AUS.png	Luke Bleumink	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15137	-	-	40	-	-	2
1567	1567	1508	NZL	http://www.owgr.com/styles/img/flags/NZL.png	Jim Cusdin	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15138	-	-	40	-	-	6
1567	1567	1508	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Tetsuya Shiraishi(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15142	-	-	40	-	-	1
1567	1567	1508	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Shinichi Mizuno	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15143	-	-	40	-	-	1
1567	1567	1508	USA	http://www.owgr.com/styles/img/flags/USA.png	Timothy Tang	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15145	-	-	40	-	-	16
1567	1567	1508	RSA	http://www.owgr.com/styles/img/flags/RSA.png	Coenrad Bester	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15180	-	-	40	-	-	11
1567	1567	1508	AUS	http://www.owgr.com/styles/img/flags/AUS.png	Zac Mullins(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15166	-	-	40	-	-	1
1567	1567	1508	AUS	http://www.owgr.com/styles/img/flags/AUS.png	Anthony Murdaca(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15167	-	-	40	-	-	4
1567	1567	1508	AUS	http://www.owgr.com/styles/img/flags/AUS.png	Ryan Peake	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15169	-	-	40	-	-	1
1567	1567	1508	AUS	http://www.owgr.com/styles/img/flags/AUS.png	Jordan Zunic	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15170	-	-	40	-	-	2
1567	1567	1508	ENG	http://www.owgr.com/styles/img/flags/ENG.png	Nick McCarthy	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15172	-	-	40	-	-	2
1567	1567	1508	AUS	http://www.owgr.com/styles/img/flags/AUS.png	Corey Hale	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15174	-	-	40	-	-	9
1567	1567	1508	ESP	http://www.owgr.com/styles/img/flags/ESP.png	Daniel Tyzzer-Garcia	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15175	-	-	40	-	-	2
